Complaint,DateOccur,Crime,crimeCat,Description,ILEADSAddress,ILEADSStreet,XCoord,YCoord,xyStatus
16-065741,12/31/2016 20:10,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2625,ACCOMAC ST,899307.2,1010978,FALSE
16-065741,12/31/2016 20:10,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2625,ACCOMAC ST,899307.2,1010978,FALSE
16-065745,12/31/2016 21:10,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1408,MISSISSIPPI AVE,902169.1,1013623,FALSE
16-065748,12/31/2016 21:38,41203,Aggravated Assault,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,0,GASCONADE ST / OREGON AVE,896412.5,1000752,FALSE
16-065748,12/31/2016 21:38,41203,Aggravated Assault,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,0,GASCONADE ST / OREGON AVE,896412.5,1000752,FALSE
17-000017,12/31/2016 23:30,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1212,CHOUTEAU AVE,905476.6,1014366,FALSE
17-007727,01/01/2017 00:01,21000,Forcible Rape,RAPE -- FORCIBLE,5500,S GRAND BLVD,0,0,TRUE
18-021847,01/01/2017 00:01,21000,Forcible Rape,RAPE -- FORCIBLE,5900,PAGE BLVD,0,0,TRUE
18-052746,01/01/2017 00:01,21000,Forcible Rape,RAPE -- FORCIBLE,4100,CONNECTICUT ST,0,0,TRUE
17-052030,01/01/2017 00:23,21000,Forcible Rape,RAPE -- FORCIBLE,3700,MORGANFORD RD,0,0,TRUE
17-052030,01/01/2017 00:23,21000,Forcible Rape,RAPE -- FORCIBLE,3700,MORGANFORD RD,0,0,TRUE
17-000025,01/01/2017 01:15,43203,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,212,N KINGSHIGHWAY BLVD,887710.9,1023513,FALSE
17-000021,01/01/2017 01:22,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1533,E GRAND BLVD,903948.4,1033477,FALSE
17-000021,01/01/2017 01:22,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1533,E GRAND BLVD,903948.4,1033477,FALSE
17-000041,01/01/2017 02:30,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4949,BARNES JEWISH HOSPITAL PLZ,887396.8,1020150,FALSE
17-000040,01/01/2017 03:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,100,S 18TH ST,904100.3,1018104,FALSE
17-000040,01/01/2017 03:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,100,S 18TH ST,904100.3,1018104,FALSE
17-000040,01/01/2017 03:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,100,S 18TH ST,904100.3,1018104,FALSE
17-000040,01/01/2017 03:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,100,S 18TH ST,904100.3,1018104,FALSE
17-006545,01/01/2017 12:00,44025,Aggravated Assault,ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC,4112,W LEE AVE,898414.6,1033358,FALSE
17-000111,01/01/2017 15:30,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,5300,PAGE BLVD,885352.5,1029591,FALSE
17-000134,01/01/2017 19:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,208,N 9TH ST,907701.2,1017745,FALSE
17-000133,01/01/2017 19:30,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3717,OHIO AVE,897587.3,1002945,FALSE
17-000146,01/01/2017 19:45,21000,Forcible Rape,RAPE -- FORCIBLE,3800,TEXAS AVE,0,0,TRUE
17-000138,01/01/2017 22:10,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,816,DICKSON ST,909042.6,1021637,FALSE
17-000138,01/01/2017 22:10,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,816,DICKSON ST,909042.6,1021637,FALSE
17-000144,01/01/2017 23:15,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,8400,ALABAMA AVE,885938.1,987513,FALSE
17-000147,01/02/2017 00:10,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1900,WASHINGTON AVE,903930.3,1019669,FALSE
17-000158,01/02/2017 03:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,823,HARLAN AVE,897350.9,1051976,FALSE
17-000167,01/02/2017 06:00,42016,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,3649,PHILLIPS PL,892755.4,1003674,FALSE
17-000167,01/02/2017 06:00,42013,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,3649,PHILLIPS PL,892755.4,1003674,FALSE
17-000170,01/02/2017 06:30,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,5615,PERSHING AVE,882066.9,1025169,FALSE
17-000242,01/02/2017 06:30,21000,Forcible Rape,RAPE -- FORCIBLE,0,UKNOWN,0,0,TRUE
17-000198,01/02/2017 08:26,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4918,SAINT LOUIS AVE,890809.9,1033029,FALSE
17-000225,01/02/2017 09:00,42014,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,8514,S BROADWAY,887398.2,985848.3,FALSE
17-003608,01/02/2017 12:00,43026,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,4709,SACRAMENTO AVE,893323,1034450,FALSE
17-000252,01/02/2017 13:30,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4300,CHIPPEWA ST,887561.3,1003836,FALSE
17-000297,01/02/2017 17:18,43025,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,2800,STODDARD ST,901215.1,1022057,FALSE
17-000307,01/02/2017 18:33,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,5937,JULIAN AVE,880741,1032146,FALSE
17-000319,01/02/2017 20:50,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3200,GUSTINE AVE,891708.7,1007676,FALSE
17-000328,01/02/2017 21:50,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4400,DR MARTIN LUTHER KING DR,892926.7,1027967,FALSE
17-000329,01/02/2017 22:00,31422,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,6053,CLEMENS AVE,878839.3,1028379,FALSE
17-000330,01/02/2017 22:20,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,2,WASHINGTON AVE,904293.3,1019729,FALSE
17-000343,01/03/2017 00:10,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5620,WABADA AVE,884727.8,1034251,FALSE
17-000340,01/03/2017 01:20,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4246,DELOR ST,887190.5,1000257,FALSE
17-000350,01/03/2017 05:00,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5736,W FLORISSANT AVE,892499.3,1045001,FALSE
17-001879,01/03/2017 07:00,21000,Forcible Rape,RAPE -- FORCIBLE,5300,CABANNE AVE,0,0,TRUE
17-000438,01/03/2017 10:01,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3201,CASS AVE,899149.9,1024772,FALSE
17-000438,01/03/2017 10:01,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3201,CASS AVE,899149.9,1024772,FALSE
17-000433,01/03/2017 13:09,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,5025,DELMAR BLVD,887509.5,1026340,FALSE
17-000583,01/03/2017 16:00,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1408,N KINGSHIGHWAY BLVD,888420.4,1030180,FALSE
17-000491,01/03/2017 19:50,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,939,N KINGSHIGHWAY BLVD,887827.4,1027386,FALSE
17-000491,01/03/2017 19:50,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,939,N KINGSHIGHWAY BLVD,887827.4,1027386,FALSE
17-000496,01/03/2017 21:45,42012,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE,5124,CABANNE AVE,886659.1,1027902,FALSE
17-000542,01/04/2017 09:55,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,I 70 EASTBOUND / SALISBURY ST,906592.7,1029999,FALSE
17-000586,01/04/2017 13:05,43013,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,5220,WABADA AVE,887815.4,1032513,FALSE
17-000614,01/04/2017 14:30,42015,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,4800,HAMMETT PL,890554.3,1030929,FALSE
17-000643,01/04/2017 17:08,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,S 14TH ST / LASALLE ST,904585.4,1014090,FALSE
17-000655,01/04/2017 20:10,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,0,N 20TH ST / CASS AVE,904363.3,1023304,FALSE
17-000655,01/04/2017 20:10,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 20TH ST / CASS AVE,904363.3,1023304,FALSE
17-000655,01/04/2017 20:10,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 20TH ST / CASS AVE,904363.3,1023304,FALSE
17-000660,01/04/2017 20:50,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,7830,BANDERO DR,886197.3,989867,FALSE
17-000664,01/04/2017 21:57,10000,Homicide,HOMICIDE,3218,DODIER ST,900505.4,1027799,FALSE
17-000670,01/04/2017 22:45,42014,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,6070,CATES AVE,878664.2,1028630,FALSE
17-000675,01/05/2017 00:35,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,5811,CABANNE AVE,881216.9,1028974,FALSE
17-000677,01/05/2017 00:55,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4207,DARBY ST,885065.4,1040684,FALSE
17-000679,01/05/2017 01:20,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,926,PENDLETON AVE,892611.9,1025417,FALSE
17-000680,01/05/2017 02:03,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,201,N 17TH ST,904517.3,1018616,FALSE
17-000784,01/05/2017 09:00,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4212,E KOSSUTH AVE,897690.1,1033311,FALSE
17-000725,01/05/2017 09:55,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4752,S BROADWAY,895587.3,996222.8,FALSE
17-000730,01/05/2017 10:31,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,8581,TARA LN,893100.3,1049215,FALSE
17-000778,01/05/2017 15:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,6042,CLEMENS AVE,878911.3,1028131,FALSE
17-000773,01/05/2017 15:41,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5235,PAGE BLVD,885971.3,1029633,FALSE
17-000790,01/05/2017 17:00,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4109,ENRIGHT AVE,893880.6,1024494,FALSE
17-000786,01/05/2017 17:29,23000,Forcible Rape,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,4700,ASHLAND CT,0,0,TRUE
17-000800,01/05/2017 18:50,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3735,LINCOLN AVE,898710.9,1027420,FALSE
17-000830,01/06/2017 01:10,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,3930,N KINGSHIGHWAY BLVD,891566.9,1035732,FALSE
17-000831,01/06/2017 01:20,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,0,IDAHO AVE / LOUGHBOROUGH AVE,889259.4,991516.9,FALSE
17-000832,01/06/2017 02:05,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,1300,HAMILTON AVE,881335.2,1032293,FALSE
17-000841,01/06/2017 05:30,42015,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,4255,E MAFFITT AVE,895340.8,1029795,FALSE
17-000839,01/06/2017 06:05,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4108,CASTLEMAN AVE,891285.4,1012902,FALSE
17-000862,01/06/2017 09:05,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1811,CARR ST,904887.3,1021519,FALSE
17-000929,01/06/2017 15:00,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,8300,N BROADWAY,897262.5,1048372,FALSE
17-000939,01/06/2017 17:01,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,5034,PERNOD AVE,883857.2,1005507,FALSE
17-000953,01/06/2017 18:38,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1437,N 9TH ST,908834.4,1021904,FALSE
17-000968,01/06/2017 20:00,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4116,E LEE AVE,899168.6,1033045,FALSE
17-000981,01/06/2017 21:00,21000,Forcible Rape,RAPE -- FORCIBLE,1600,N 14TH ST,0,0,TRUE
17-002062,01/07/2017 00:01,21000,Forcible Rape,RAPE -- FORCIBLE,3700,JAMIESON AVE,0,0,TRUE
17-000983,01/07/2017 00:30,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5003,GOODFELLOW BLVD,887701.6,1044511,FALSE
17-001542,01/07/2017 01:30,21000,Forcible Rape,RAPE -- FORCIBLE,1000,OAKVIEW PL,0,0,TRUE
17-000988,01/07/2017 02:12,44012,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",2001,ST CHARLES ST,903661.1,1019685,FALSE
17-001017,01/07/2017 07:00,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,7210,MICHIGAN AVE,889535.9,989842.7,FALSE
17-001039,01/07/2017 09:00,42012,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE,4484,PENROSE ST,895666.4,1035224,FALSE
17-001024,01/07/2017 09:57,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4399,FOREST PARK AVE,890245.9,1021299,FALSE
17-001013,01/07/2017 10:15,43013,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4101,GRAVOIS AVE,889849,1003566,FALSE
17-001043,01/07/2017 12:00,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,315,CHESTNUT ST,909422.4,1016993,FALSE
17-001057,01/07/2017 15:20,36421,Robbery,ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS,1012,LOUGHBOROUGH AVE,888312.1,991745,FALSE
17-001187,01/07/2017 17:00,43013,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,5705,LABADIE AVE,885431.1,1036544,FALSE
17-004843,01/07/2017 17:00,44024,Aggravated Assault,ASLT-AGGRV-HND/FST/FT-1ST-CHILD-DOMESTIC,3184,WATSON RD,878879.9,1009257,FALSE
17-001064,01/07/2017 17:20,31311,Robbery,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,100,SCHIRMER ST,889223,987984.6,FALSE
17-001082,01/07/2017 20:00,32421,Robbery,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,3719,N EUCLID AVE,891964.5,1035004,FALSE
17-001085,01/07/2017 20:51,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2737,COLEMAN ST,900059.1,1026553,FALSE
17-001085,01/07/2017 20:51,41201,Aggravated Assault,AGG.ASSAULT-FIREARM/POLC.OFFICER  1ST DEGREE,2737,COLEMAN ST,900059.1,1026553,FALSE
17-001086,01/07/2017 21:20,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,605,CLARA AVE,882250.6,1026528,FALSE
17-001098,01/07/2017 23:29,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5131,LEXINGTON AVE,889886.6,1035216,FALSE
17-001095,01/07/2017 23:34,43203,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,3520,NATURAL BRDG,906177.4,1016672,FALSE
17-001113,01/08/2017 01:10,31311,Robbery,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,3700,S GRAND BLVD,893385.6,1003893,FALSE
17-001108,01/08/2017 01:27,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2017,CHOUTEAU AVE,902242.3,1015250,FALSE
17-001117,01/08/2017 03:18,31422,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,3624,MERAMEC ST,893050.3,1000493,FALSE
17-001180,01/08/2017 14:44,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,4033,MERAMEC ST,890284.6,1002568,FALSE
17-001186,01/08/2017 15:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1625,N BROADWAY,909777.3,1022710,FALSE
17-001223,01/08/2017 22:10,32112,Robbery,ROBBERY-RESIDENCE   /FIREARM USED/ATTEMPT,3930,SHAW AVE,892668.6,1013044,FALSE
17-001344,01/09/2017 12:28,41203,Aggravated Assault,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,4524,PAGE,0,0,TRUE
17-001344,01/09/2017 12:28,10000,Homicide,HOMICIDE,4524,PAGE,0,0,TRUE
17-001365,01/09/2017 13:00,42015,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,1108,N 9TH ST,908449,1020410,FALSE
17-001327,01/09/2017 13:15,43013,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4053,COTTAGE AVE,896546.4,1028255,FALSE
17-001352,01/09/2017 14:00,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,8803,LOWELL ST,897949.6,1052517,FALSE
17-001336,01/09/2017 15:20,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,0,S 13TH ST / BARTON ST,902440.1,1009121,FALSE
17-001376,01/09/2017 16:00,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,I 64 WESTBOUND / S KINGSHIGHWA,887188.9,1018808,FALSE
17-001490,01/09/2017 16:00,10000,Homicide,HOMICIDE,3916,N FLORISSANT AVE,904129.4,1030129,FALSE
17-001362,01/09/2017 17:15,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2250,N NEWSTEAD AVE,893470.3,1029256,FALSE
17-001378,01/09/2017 19:05,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8929,RIVERVIEW DR,898107,1053644,FALSE
17-001378,01/09/2017 19:05,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8929,RIVERVIEW DR,898107,1053644,FALSE
17-001378,01/09/2017 19:05,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8929,RIVERVIEW DR,898107,1053644,FALSE
17-001378,01/09/2017 19:05,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8929,RIVERVIEW DR,898107,1053644,FALSE
17-001394,01/09/2017 20:15,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,950,LOUGHBOROUGH AVE,888490.9,992015.3,FALSE
17-001395,01/09/2017 21:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5000,QUEENS AVE,892989,1039233,FALSE
17-001395,01/09/2017 21:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5000,QUEENS AVE,892989,1039233,FALSE
17-001409,01/09/2017 22:00,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,6215,ROBERT AVE,877712.9,997519.9,FALSE
17-001399,01/09/2017 22:35,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5328,ITASKA ST,882025.5,1001525,FALSE
17-001404,01/10/2017 00:18,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3503,ROGER PL,890623.9,1005524,FALSE
17-001418,01/10/2017 04:50,42013,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,1520,WASHINGTON AVE,905250.6,1019322,FALSE
17-001419,01/10/2017 07:04,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2300,LAFAYETTE AVE,900297.3,1012642,FALSE
17-001443,01/10/2017 09:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1933,BURD AVE,884996,1033630,FALSE
17-001454,01/10/2017 10:50,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,FOREST PARK - GRAND BASIN,880067.8,1022430,FALSE
17-001566,01/10/2017 16:00,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,101,MULLANPHY ST,910656.5,1022546,FALSE
17-001523,01/10/2017 16:06,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,5421,THEKLA AVE,892805.4,1042035,FALSE
17-001528,01/10/2017 16:25,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3600,KOSCIUSKO ST,901405.8,1002972,FALSE
17-001613,01/10/2017 17:00,21000,Forcible Rape,RAPE -- FORCIBLE,4000,OLIVE ST,0,0,TRUE
17-001571,01/10/2017 18:10,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3400,CALIFORNIA AVE,897471.1,1005296,FALSE
17-001572,01/10/2017 18:20,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5033,RIVERVIEW BLVD,889234.8,1043967,FALSE
17-001570,01/10/2017 18:45,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2127,S 12TH ST,903274.8,1010332,FALSE
17-002025,01/10/2017 19:00,31211,Robbery,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,3712,GARNIER ST,888555.1,1004155,FALSE
17-001643,01/10/2017 20:15,31311,Robbery,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,1212,BIDDLE ST,907529,1021034,FALSE
17-001585,01/10/2017 21:05,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3204,CHIPPEWA ST,894908.1,1002803,FALSE
17-001597,01/10/2017 22:17,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3720,TAFT AVE,891561.4,999410.4,FALSE
17-001609,01/10/2017 22:24,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4900,PALM ST,891576.1,1034459,FALSE
17-001602,01/10/2017 22:50,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3916,MISSOURI AVE,898863.4,1001405,FALSE
17-001615,01/11/2017 00:05,31211,Robbery,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,0,N 20TH ST / BRANCH ST,905548.3,1028144,FALSE
17-001616,01/11/2017 00:29,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3724,NEBRASKA AVE,896456.5,1003037,FALSE
17-001616,01/11/2017 00:29,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3724,NEBRASKA AVE,896456.5,1003037,FALSE
17-001618,01/11/2017 01:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1425,BLACKSTONE AVE,883224.6,1032632,FALSE
17-001685,01/11/2017 02:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3101,N GRAND BLVD,900428.8,1028775,FALSE
17-001627,01/11/2017 06:45,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,151,N GRAND BLVD,896398.6,1020475,FALSE
17-001649,01/11/2017 09:15,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,200,N 14TH ST,905747.5,1018270,FALSE
17-001649,01/11/2017 09:15,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,200,N 14TH ST,905747.5,1018270,FALSE
17-001669,01/11/2017 10:50,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,2606,N NEWSTEAD AVE,893775.9,1029835,FALSE
17-001797,01/11/2017 11:40,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3200,CALIFORNIA AVE,897675.7,1006583,FALSE
17-001691,01/11/2017 12:20,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,920,N GRAND BLVD,897573.6,1022702,FALSE
