Complaint,DateOccur,Crime,crimeCat,Description,ILEADSAddress,ILEADSStreet,XCoord,YCoord,xyStatus
16-001504,01/10/2016 02:35,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,4179,ENRIGHT AVE,893316.1,1024810,FALSE
16-001508,01/10/2016 03:55,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,1322,BAYARD AVE,889551.4,1029233,FALSE
16-001508,01/10/2016 03:55,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1322,BAYARD AVE,889551.4,1029233,FALSE
16-001508,01/10/2016 03:55,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,1322,BAYARD AVE,889551.4,1029233,FALSE
16-001530,01/10/2016 10:05,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,N KINGSHIGHWAY BLVD / SAINT LO,890079.4,1033431,FALSE
16-003407,01/10/2016 11:00,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4962,CHIPPEWA ST,884339.3,1004164,FALSE
16-001563,01/10/2016 15:09,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3708,OSCEOLA ST,892101.1,999999.3,FALSE
16-001565,01/10/2016 15:09,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,5801,WILSON AVE,881898.8,1013889,FALSE
16-001564,01/10/2016 15:15,43023,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE,3911,IOWA AVE,897067.1,1001737,FALSE
16-001629,01/10/2016 21:00,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3103,N TAYLOR AVE,893794.9,1032012,FALSE
16-001629,01/10/2016 21:00,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3103,N TAYLOR AVE,893794.9,1032012,FALSE
16-001629,01/10/2016 21:00,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3103,N TAYLOR AVE,893794.9,1032012,FALSE
16-001629,01/10/2016 21:00,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,3103,N TAYLOR AVE,893794.9,1032012,FALSE
16-001610,01/10/2016 22:31,10000,Homicide,HOMICIDE,1400,OFALLON ST,907057,1021628,FALSE
16-001610,01/10/2016 22:31,10000,Homicide,HOMICIDE,1400,OFALLON ST,907057,1021628,FALSE
16-001614,01/10/2016 22:40,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5740,CABANNE AVE,881387.9,1028684,FALSE
16-001679,01/11/2016 00:30,44012,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",0,GILES AVE / POTOMAC ST,892816.6,1005319,FALSE
18-045182,01/11/2016 08:00,21000,Forcible Rape,RAPE -- FORCIBLE,5300,BRANNON AVE,0,0,TRUE
16-001647,01/11/2016 08:13,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4301,ST FERDINAND AVE,894246.5,1029287,FALSE
16-001647,01/11/2016 08:13,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4301,ST FERDINAND AVE,894246.5,1029287,FALSE
16-001646,01/11/2016 08:50,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5627,HIGHLAND AVE,884938.9,1034699,FALSE
16-001671,01/11/2016 10:42,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,423,HOLLY HILLS AVE,891458.3,992099.3,FALSE
16-001698,01/11/2016 11:25,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1600,LOCUST ST,905006.6,1018954,FALSE
16-001693,01/11/2016 11:45,21000,Forcible Rape,RAPE -- FORCIBLE,5600,PERSHING AVE,0,0,TRUE
16-002177,01/11/2016 12:20,43022,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE,3417,GRACE AVE,893008.3,1005838,FALSE
16-002177,01/11/2016 12:20,43022,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE,3417,GRACE AVE,893008.3,1005838,FALSE
16-001704,01/11/2016 13:15,42014,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,3005,MINNESOTA AVE,896435.6,1008299,FALSE
16-001731,01/11/2016 15:18,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4118,W KOSSUTH AVE,898121.6,1032976,FALSE
16-001741,01/11/2016 15:30,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3443,VIRGINIA AVE,894927.2,1005135,FALSE
16-001742,01/11/2016 15:55,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1500,ARLINGTON AVE,885678.5,1031912,FALSE
16-001770,01/11/2016 19:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,S BROADWAY / KEOKUK ST,898243.1,1001816,FALSE
16-001778,01/11/2016 19:45,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4124,S COMPTON AVE,894738.8,1000622,FALSE
16-001775,01/11/2016 20:35,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1364,UNION BLVD,885813.2,1030111,FALSE
16-001781,01/11/2016 21:00,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3408,WINNEBAGO ST,894305.5,1003567,FALSE
16-001786,01/11/2016 22:40,42014,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,1128,N 9TH ST,908464.2,1020468,FALSE
16-001795,01/12/2016 00:01,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3812,COTE BRILLIANTE AVE,897718,1026082,FALSE
16-001797,01/12/2016 01:45,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,901,N 1ST ST,910668.8,1019119,FALSE
16-001798,01/12/2016 02:38,41021,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,5316,S COMPTON AVE,893340.8,995027.8,FALSE
16-001798,01/12/2016 02:38,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5316,S COMPTON AVE,893340.8,995027.8,FALSE
16-001854,01/12/2016 09:40,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2714,THOMAS,0,0,TRUE
16-001864,01/12/2016 10:45,10000,Homicide,HOMICIDE,1523,DESTREHAN ST,905806.8,1028965,FALSE
16-001877,01/12/2016 11:30,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,4025,NEBRASKA AVE,895959.6,1001102,FALSE
16-001887,01/12/2016 14:15,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,4612,MORGANFORD RD,887111.3,1001736,FALSE
16-001912,01/12/2016 15:43,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5590,ROBIN AVE,892586.6,1044996,FALSE
16-001912,01/12/2016 15:43,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5590,ROBIN AVE,892586.6,1044996,FALSE
16-002045,01/12/2016 16:30,32211,Robbery,ROBBERY-RESIDENCE  /KNIFE USED/SUCCESSFUL,711,N EUCLID AVE,888503.4,1026317,FALSE
16-001940,01/12/2016 19:00,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3934,S GRAND BLVD,893237.9,1002057,FALSE
16-001933,01/12/2016 19:57,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5105,HIGHLAND AVE,888869.3,1032574,FALSE
16-001929,01/12/2016 20:30,41203,Aggravated Assault,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,1900,SULLIVAN AVE,905811.4,1026827,FALSE
16-001938,01/12/2016 21:19,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3830,MORGANFORD RD,887652.1,1003604,FALSE
16-001956,01/12/2016 23:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2821,N VANDEVENTER AVE,898133.8,1028563,FALSE
16-001955,01/12/2016 23:51,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4442,LABADIE AVE,894052.7,1031246,FALSE
16-001953,01/12/2016 23:51,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3234,DELOR ST,893556.8,996335.4,FALSE
16-001953,01/12/2016 23:51,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3234,DELOR ST,893556.8,996335.4,FALSE
16-002094,01/13/2016 02:00,21000,Forcible Rape,RAPE -- FORCIBLE,1600,LOCUST ST,0,0,TRUE
16-002009,01/13/2016 12:30,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,HALL ST / RIVERVIEW DR,899311.1,1054075,FALSE
16-002047,01/13/2016 15:13,10000,Homicide,HOMICIDE,1310,N 8TH ST,909174.6,1021833,FALSE
16-002068,01/13/2016 16:00,31112,Robbery,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,5300,SAINT LOUIS AVE,888227.8,1034459,FALSE
16-002063,01/13/2016 17:20,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,0,CARONDELET BLVD / WEBER RD,885341.1,988792,FALSE
16-002116,01/13/2016 21:10,21000,Forcible Rape,RAPE -- FORCIBLE,5900,CATES AVE,0,0,TRUE
16-002109,01/13/2016 22:52,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3209,CHIPPEWA ST,895044.7,1003013,FALSE
16-002112,01/13/2016 23:35,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,N FLORISSANT AVE / SALISBURY S,904441,1029072,FALSE
16-002125,01/14/2016 04:00,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,5733,PAGE BLVD,882393.4,1031699,FALSE
16-002127,01/14/2016 04:30,44014,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-1ST-ADUL-DOMESTIC,5586,PAGE BLVD,883184.4,1030879,FALSE
16-002242,01/14/2016 13:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4720,NEBRASKA AVE,895415.1,996580,FALSE
16-002220,01/14/2016 14:40,42013,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,9000,RIVERVIEW DR,899013.1,1053788,FALSE
16-002263,01/14/2016 15:55,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4210,ELLENWOOD AVE,887794.5,1001751,FALSE
16-002251,01/14/2016 16:00,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,6824,SALZBURGER AVE,882585.9,996254.9,FALSE
16-002304,01/14/2016 20:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1410,SWITZER AVE,894305.6,1048697,FALSE
16-002312,01/14/2016 22:04,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4136,N GRAND BLVD,902114.9,1031339,FALSE
16-002312,01/14/2016 22:04,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4136,N GRAND BLVD,902114.9,1031339,FALSE
16-002322,01/14/2016 23:00,43014,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,4642,MORAINE AVE,897929,1037060,FALSE
16-002345,01/15/2016 00:01,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5067,LOTUS AVE,888412.4,1031994,FALSE
16-002340,01/15/2016 01:36,21000,Forcible Rape,RAPE -- FORCIBLE,2100,GEYER AVE,0,0,TRUE
16-002514,01/15/2016 03:00,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,5003,NATURAL BRIDGE AVE,891035.4,1035280,FALSE
16-002339,01/15/2016 04:00,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,2901,S GRAND BLVD,894027.4,1009123,FALSE
16-002372,01/15/2016 08:32,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3911,GARFIELD AVE,897131.6,1026750,FALSE
16-002372,01/15/2016 08:32,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3911,GARFIELD AVE,897131.6,1026750,FALSE
16-002372,01/15/2016 08:32,10000,Homicide,HOMICIDE,3911,GARFIELD,0,0,TRUE
16-002435,01/15/2016 09:22,21000,Forcible Rape,RAPE -- FORCIBLE,3700,PAGE BLVD,0,0,TRUE
16-002377,01/15/2016 09:48,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4239,DEWEY AVE,892200.7,1000659,FALSE
16-002383,01/15/2016 09:50,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,4457,PENNSYLVANIA AVE,895165.6,998238.9,FALSE
16-002398,01/15/2016 10:28,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,1536,PAPIN ST,903925.2,1014950,FALSE
16-002433,01/15/2016 14:24,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4979,NATURAL BRIDGE AVE,891403.6,1035206,FALSE
16-002454,01/15/2016 15:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3022,VIRGINIA AVE,895638.6,1008497,FALSE
16-002456,01/15/2016 15:48,43203,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,4400,MINNESOTA AVE,895112.7,998804.8,FALSE
16-002485,01/15/2016 18:45,21000,Forcible Rape,RAPE -- FORCIBLE,4700,LEE AVE,0,0,TRUE
16-002492,01/15/2016 19:25,42021,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN CHILD 1ST DEGREE,1000,N GRAND BLVD,897508.7,1022846,FALSE
16-002492,01/15/2016 19:25,44022,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 2ND DEGRE",1000,N GRAND BLVD,897508.7,1022846,FALSE
16-002488,01/15/2016 20:07,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4975,NORTHLAND PL,889665.2,1032546,FALSE
16-002499,01/15/2016 20:14,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,4745,ST LOUIS AVE,891723.8,1032352,FALSE
16-002505,01/15/2016 20:50,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3600,HEREFORD ST,884276.3,1005451,FALSE
16-002512,01/15/2016 21:00,34421,Robbery,ROBBERY-CONVEN STOR/STRNGARM/NO INJ/SUCCESS,5900,LILLIAN AVE,888721.9,1043699,FALSE
16-002504,01/15/2016 21:05,43202,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE,1400,SAINT LOUIS AVE,906598.8,1026158,FALSE
16-002630,01/15/2016 21:55,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4717,WASHINGTON AVE,889183.6,1025751,FALSE
16-002537,01/16/2016 02:30,43013,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,710,N 15TH ST,905945.6,1019607,FALSE
16-002539,01/16/2016 03:10,44013,Aggravated Assault,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",1123,WASHINGTON AVE,907173.4,1019045,FALSE
16-002566,01/16/2016 10:30,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4440,KOSSUTH AVE,895772.1,1034273,FALSE
16-002566,01/16/2016 10:30,41026,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,4440,KOSSUTH AVE,895772.1,1034273,FALSE
16-002566,01/16/2016 10:30,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4440,KOSSUTH AVE,895772.1,1034273,FALSE
16-002566,01/16/2016 10:30,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4440,KOSSUTH AVE,895772.1,1034273,FALSE
16-002566,01/16/2016 10:30,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,4440,KOSSUTH AVE,895772.1,1034273,FALSE
16-002566,01/16/2016 10:30,41023,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4440,KOSSUTH AVE,895772.1,1034273,FALSE
16-002657,01/16/2016 21:00,42013,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,2359,MICHIGAN AVE,896400.1,1010059,FALSE
16-002657,01/16/2016 21:00,42016,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,2359,MICHIGAN AVE,896400.1,1010059,FALSE
16-002684,01/17/2016 01:15,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4500,N BROADWAY,905164,1033720,FALSE
16-002701,01/17/2016 04:30,41014,Aggravated Assault,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4523,LEXINGTON AVE,894240.2,1033106,FALSE
16-002728,01/17/2016 10:00,42011,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,0,IOWA AVE / MIAMI ST,897578.9,1003927,FALSE
16-002774,01/17/2016 14:30,42013,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,3928,N FLORISSANT AVE,904129.4,1030129,FALSE
16-002777,01/17/2016 15:30,10000,Homicide,HOMICIDE,5319,PATTON AVE,886742.2,1032234,FALSE
16-002805,01/17/2016 18:06,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,3517,GRAND,0,0,TRUE
16-002805,01/17/2016 18:06,10000,Homicide,HOMICIDE,3517,GRAND,0,0,TRUE
16-002803,01/17/2016 19:30,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5319,PATTON AVE,886742.2,1032234,FALSE
16-002804,01/17/2016 19:30,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5811,CABANNE AVE,881216.9,1028974,FALSE
16-002803,01/17/2016 19:30,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5319,PATTON AVE,886742.2,1032234,FALSE
16-002806,01/17/2016 20:00,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,DR MARTIN LUTHER KING DR / N S,897796.9,1024998,FALSE
16-002819,01/17/2016 22:10,31212,Robbery,ROBBERY-HIGHWAY       /KNIFE USED/ATTEMPT,1310,N GRAND BLVD,898106.7,1024167,FALSE
16-002816,01/17/2016 22:40,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,3842,NEOSHO ST,890536.4,999606.4,FALSE
16-002817,01/17/2016 23:28,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1316,OHIO AVE,899779.6,1014893,FALSE
16-002825,01/18/2016 00:25,32421,Robbery,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,5549,WABADA AVE,885334.3,1034040,FALSE
16-002861,01/18/2016 08:20,31311,Robbery,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,4913,PALM ST,891534.3,1034667,FALSE
16-002855,01/18/2016 08:26,41016,Aggravated Assault,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3939,FOLSOM AVE,892789.1,1014983,FALSE
16-002853,01/18/2016 08:37,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3200,MARTIN LUTHER KING,0,0,TRUE
16-002873,01/18/2016 10:40,43011,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,0,ALBERTA ST / S GRAND BLVD,893146.3,1002098,FALSE
16-002876,01/18/2016 10:40,10000,Homicide,HOMICIDE,4040,ST FERDINAND AVE,896411.6,1027763,FALSE
16-002873,01/18/2016 10:40,43014,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,0,ALBERTA ST / S GRAND BLVD,893146.3,1002098,FALSE
16-002881,01/18/2016 11:45,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2916,N FLORISSANT AVE,905757.3,1026370,FALSE
16-002929,01/18/2016 12:17,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4719,ALLEMANIA ST,880233.3,993961.1,FALSE
16-002889,01/18/2016 12:37,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5830,SELBER CT,885088.8,1037930,FALSE
16-002894,01/18/2016 13:00,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,6028,HORTON PL,879329.6,1030087,FALSE
16-002958,01/18/2016 21:25,10000,Homicide,HOMICIDE,5068,W FLORISSANT AVE,894982.6,1041232,FALSE
16-003203,01/18/2016 21:33,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4300,COLLEGE AVE,900645.1,1033336,FALSE
16-002959,01/18/2016 22:25,10000,Homicide,HOMICIDE,2330,HEBERT ST,904187.4,1027726,FALSE
16-003032,01/19/2016 06:20,42013,Aggravated Assault,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,401,N 14TH ST,905912.1,1018863,FALSE
16-002999,01/19/2016 07:21,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4658,NEBRASKA AVE,895464.7,996854.8,FALSE
16-003004,01/19/2016 08:45,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,1705,PRESERVATION PL,906189.8,1022184,FALSE
16-003018,01/19/2016 10:18,42016,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,600,N KINGSHIGHWAY BLVD,887891.8,1025894,FALSE
16-003061,01/19/2016 14:49,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4408,STRODTMAN PL,903547.8,1032428,FALSE
16-003202,01/19/2016 15:30,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,5329,LABADIE AVE,888158.4,1035001,FALSE
16-003070,01/19/2016 15:40,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1315,N KINGSHIGHWAY BLVD,888174.5,1029422,FALSE
16-003082,01/19/2016 16:45,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3143,OREGON AVE,897248.9,1007106,FALSE
16-003094,01/19/2016 16:45,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1108,N 9TH ST,908449,1020410,FALSE
16-003109,01/19/2016 18:25,36111,Robbery,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,3663,PAGE BLVD,897721.2,1024345,FALSE
16-003253,01/19/2016 22:00,21000,Forcible Rape,RAPE -- FORCIBLE,3100,ALFRED AVE,0,0,TRUE
16-003148,01/20/2016 02:30,42014,Aggravated Assault,ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC,3235,LAFAYETTE AVE,896329.1,1013480,FALSE
16-003212,01/20/2016 12:30,43015,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1511,GRAPE AVE,893982.4,1050044,FALSE
16-003233,01/20/2016 15:17,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8444,N BROADWAY,897472.3,1049862,FALSE
16-003272,01/20/2016 21:01,31421,Robbery,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,2400,BISHOP P L SCOTT AVE,896741.8,1027392,FALSE
16-003270,01/20/2016 21:03,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3918,PAGE BLVD,895958.6,1025207,FALSE
16-003428,01/21/2016 08:00,44015,Aggravated Assault,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,7342,ALABAMA AVE,888338.3,990095.8,FALSE
16-003550,01/21/2016 16:00,43025,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,1611,HODIAMONT AVE,881618.4,1035236,FALSE
16-003413,01/21/2016 17:30,43016,Aggravated Assault,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,6321,ARSENAL ST,878622.1,1010256,FALSE
16-003406,01/21/2016 17:46,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3645,PAGE BLVD,897714.3,1024471,FALSE
16-003418,01/21/2016 19:10,32111,Robbery,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,2937,HEBERT ST,901415.1,1028745,FALSE
16-003433,01/21/2016 20:30,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,7947,CHURCH RD,896833.5,1046858,FALSE
16-003450,01/21/2016 22:00,43012,Aggravated Assault,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,7600,HALL ST,899461.2,1045874,FALSE
16-003446,01/21/2016 22:50,32421,Robbery,ROBBERY-RESIDENCE/STRNGARM/NO INJ/SUCCESS,5906,GARESCHE AVE,890182.9,1044710,FALSE
16-003532,01/22/2016 12:30,31111,Robbery,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1500,N BROADWAY,910037.4,1021936,FALSE
16-003557,01/22/2016 14:40,41011,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1515,LAFAYETTE AVE,903528,1012566,FALSE
16-003601,01/22/2016 19:50,41013,Aggravated Assault,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,UNKNOWN,0,0,TRUE
